name,price,fuel_type,year,kms,cv,location,url,brand,model,engine,version
BMW Z4 M40i,61900.0,Gasolina,2024,7000,340,Madrid,https://www.coches.net/bmw-z4-m40i-2p-gasolina-2024-en-madrid-60796954-covo.aspx,BMW,Z4,No data,M40I
BMW Z4 M40i,61900.0,Gasolina,2024,6000,340,Córdoba,https://www.coches.net/bmw-z4-m40i-2p-gasolina-2024-en-cordoba-60328042-covo.aspx,BMW,Z4,No data,M40I
BMW Z4 M40i,68500.0,Gasolina,2024,32100,340,Navarra,https://www.coches.net/bmw-z4-m40i-2p-gasolina-2024-en-navarra-60519357-covo.aspx,BMW,Z4,No data,M40I
MAZDA MX-5 Active 1.8 Roadster Coupe,12999.0,Gasolina,2007,108000,126,Madrid,https://www.coches.net/mazda-mx-5-active--18-roadster-coupe-2p-gasolina-2006-en-madrid-59448547-covo.aspx,Mazda,MX5,1.8,1.8 COUPE ACTIVE
MAZDA MX5 Active 1.8 Roadster Coupe,7900.0,Gasolina,2007,120000,126,Barcelona,https://www.coches.net/mazda-mx5-active--18-roadster-coupe-2p-gasolina-2007-en-barcelona-60788391-covo.aspx,Mazda,MX5,1.8,1.8 COUPE ACTIVE
MAZDA MX-5 1.5 Style,17990.0,Gasolina,2015,119189,131,Barcelona,https://www.coches.net/mazda-mx-5-1.5-96kw-131cv-style-2p-gasolina-2017-en-barcelona-60432266-covo.aspx,Mazda,MX5,1.5,1.5 STYLE
MAZDA MX-5 2.0 Style,21900.0,Gasolina,2016,64432,160,Girona,https://www.coches.net/mazda-mx-5-20-118kw-160cv-style-2p-gasolina-2015-en-girona-60710099-covo.aspx,Mazda,MX5,2.0,2.0 STYLE
MAZDA MX-5 1.6 16v Active,11900.0,Gasolina,2004,132400,110,Burgos,https://www.coches.net/mazda-mx-5-1.6-16v-active-2p-gasolina-2004-en-burgos-60489084-covo.aspx,Mazda,MX5,1.6,1.6 16V ACTIVE
MAZDA MX-5 2.0 Nappa Edition ST,30990.0,Gasolina,2019,25300,184,Madrid,https://www.coches.net/mazda-mx-5-20-135kw-184cv-nappa-edition-st-2p-gasolina-2019-en-madrid-60856422-covo.aspx,Mazda,MX5,2.0,2.0 NAPPA EDITION ST
MAZDA MX-5 Active 1.8,10600.0,Gasolina,2006,122000,126,Barcelona,https://www.coches.net/mazda-mx-5-active-18-2p-gasolina-2006-en-barcelona-60855416-covo.aspx,Mazda,MX5,1.8,1.8 ACTIVE
MAZDA MX5,15200.0,Gasolina,2015,69000,160,,https://www.coches.net/mazda-mx5-gasolina-2015-en-alicante-60857126-covo.aspx,Mazda,MX5,2.0,2.0 ROADSTER
MAZDA MX-5 2.0 SKYACTIVG MT ExclusiveLine,34990.0,Gasolina,2025,5,184,Ávila,https://www.coches.net/km-0/mazda/mx-5/avila/20-skyactivg-135-kw-mt-exclusiveline-gasolina-de-km0-59708422-kovn.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT EXCLUSIVELINE
MAZDA MX-5 2.0 SKYACTIVG MT ExclusiveLine,31990.0,Gasolina,2023,3000,184,Barcelona,https://www.coches.net/mazda-mx-5-20-skyactivg-135-kw-mt-exclusiveline-2p-gasolina-2023-en-barcelona-60852891-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT EXCLUSIVELINE
MAZDA MX-5 2.0 Zenith Sport,26490.0,Gasolina,2019,33500,160,Ciudad Real,https://www.coches.net/mazda-mx-5-20-118kw-160cv-zenith-sport-2p-gasolina-2018-en-ciudad-real-60790282-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH SPORT
MAZDA MX-5 2.0 SKYACTIVG 184 CV MT Kizuna,29699.0,Gasolina,2023,26225,184,Madrid,https://www.coches.net/mazda-mx-5-20-skyactivg-135-kw-184-cv-mt-kizuna-2p-gasolina-2023-en-madrid-60614503-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG 184 CV MT KIZUNA
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Kazari,29099.0,Gasolina,2023,9736,132,Madrid,https://www.coches.net/mazda-mx-5-1.5-skyactivg-97-kw-132-cv-mt-kazari-2p-gasolina-2023-en-madrid-60442190-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT KAZARI
MAZDA MX-5 SKYACTIVG 1.5 MT Origin,26500.0,Gasolina,2022,32300,132,Pontevedra,https://www.coches.net/mazda-mx-5-skyactivg-15-97kw-132cv-mt-origin-2p-gasolina-2022-en-pontevedra-60355078-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG MT ORIGIN
MAZDA MX-5 2.0 Luxury Sport,26790.0,Gasolina,2017,79000,160,Madrid,https://www.coches.net/mazda-mx-5-20-118kw-160cv-luxury-sport-2p-gasolina-2017-en-madrid-60849671-covo.aspx,Mazda,MX5,2.0,2.0 LUXURY SPORT
MAZDA MX5 Active 1.8,12100.0,Gasolina,2010,108524,126,Toledo,https://www.coches.net/mazda-mx5-active--18-2p-gasolina-2010-en-toledo-60851226-covo.aspx,Mazda,MX5,1.8,1.8 ACTIVE
MAZDA MX-5 2.0 Style,21900.0,Gasolina,2016,64432,160,Barcelona,https://www.coches.net/mazda-mx-5-20-118kw-160cv-style-2p-gasolina-2015-en-barcelona-60847844-covo.aspx,Mazda,MX5,2.0,2.0 STYLE
MAZDA MX5 1.5 Zenith ST,30000.0,Gasolina,2019,70000,132,Valencia,https://www.coches.net/mazda-mx5-15-97kw-132cv-zenith-st-2p-gasolina-2019-en-valencia-60851541-covo.aspx,Mazda,MX5,1.5,1.5 ZENITH ST
MAZDA MX-5 2.0 SKYG ExclusiveLine sin BSMR,34990.0,Gasolina,2023,199,184,Alicante,https://www.coches.net/mazda-mx-5-20-skyg-135kw-exclusiveline-sin-bsmr-2p-gasolina-2023-en-alicante-60845215-covo.aspx,Mazda,MX5,2.0,2.0 SKYG EXCLUSIVELINE SIN BSMR
MAZDA MX-5 2.0 SKYACTIVG 184 CV MT Kizuna,29699.0,Gasolina,2023,26225,184,Valencia,https://www.coches.net/mazda-mx-5-20-skyactivg-135-kw-184-cv-mt-kizuna-2p-gasolina-2023-en-valencia-60623935-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG 184 CV MT KIZUNA
MAZDA MX-5 2.0 RED HERITAGE,24700.0,Gasolina,2018,32077,160,Pontevedra,https://www.coches.net/mazda-mx-5-2.0-118kw-160cv-red-heritage-2p-gasolina-2018-en-pontevedra-60742168-covo.aspx,Mazda,MX5,2.0,2.0 RED HERITAGE
MAZDA MX-5 2.0 Zenith Auto RF,23990.0,Gasolina,2018,82854,160,Almería,https://www.coches.net/mazda-mx-5-20-118kw-160cv-zenith-auto-rf-2p-gasolina-2018-en-almeria-60843121-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH AUTO RF
MAZDA MX-5 1.5 SKYACTIVG PrimeLine,31700.0,Gasolina,2024,6100,132,Alicante,https://www.coches.net/mazda-mx-5-15-skyactivg-97kw-132cv-primeline-2p-gasolina-2024-en-alicante-60842687-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG PRIMELINE
MAZDA MX-5 1.5 SKYACTIVG PrimeLine,31700.0,Gasolina,2024,6100,132,Valencia,https://www.coches.net/mazda-mx-5-15-skyactivg-97kw-132cv-primeline-2p-gasolina-2024-en-valencia-60842651-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG PRIMELINE
MAZDA MX-5 2.0 SKYACTIVG MT ExclusiveLine,33990.0,Gasolina,2024,13123,184,Madrid,https://www.coches.net/mazda-mx-5-20-skyactivg-135-kw-mt-exclusiveline-2p-gasolina-2023-en-madrid-60709913-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT EXCLUSIVELINE
MAZDA MX-5 1.5 SKYACTIVG PrimeLine,31700.0,Gasolina,2024,6100,132,Murcia,https://www.coches.net/mazda-mx-5-15-skyactivg-97kw-132cv-primeline-2p-gasolina-2024-en-murcia-60842456-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG PRIMELINE
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Kazari,31900.0,Gasolina,2024,2000,132,Cáceres,https://www.coches.net/mazda-mx-5-15-skyactivg-97-kw-132-cv-mt-kazari-2p-gasolina-2023-en-caceres-60072073-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT KAZARI
MAZDA MX-5 2.0 Luxury,24490.0,Gasolina,2017,136020,160,Madrid,https://www.coches.net/mazda-mx-5-2.0-118kw-160cv-luxury-2p-gasolina-2017-en-madrid-60567702-covo.aspx,Mazda,MX5,2.0,2.0 LUXURY
MAZDA MX-5 2.0 SKYG ExclusiveLine sin BSMR,34990.0,Gasolina,2023,199,184,Albacete,https://www.coches.net/mazda-mx-5-20-skyg-135kw-exclusiveline-sin-bsmr-2p-gasolina-2023-en-albacete-60836526-covo.aspx,Mazda,MX5,2.0,2.0 SKYG EXCLUSIVELINE SIN BSMR
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Kazari,29099.0,Gasolina,2023,9736,132,Valencia,https://www.coches.net/mazda-mx-5-15-skyactivg-97-kw-132-cv-mt-kazari-2p-gasolina-2023-en-valencia-60623588-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT KAZARI
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Homura,40490.0,Gasolina,2025,10,132,Madrid,https://www.coches.net/km-0/mazda/mx-5/madrid/15-skyactivg-97-kw-132-cv-mt-homura-gasolina-de-km0-60835374-kovn.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT HOMURA
MAZDA MX-5 1.5 Origin Nav ST,19900.0,Gasolina,2019,103400,132,Sta. C. Tenerife,https://www.coches.net/mazda-mx-5-15-97kw-132cv-origin-nav-st-2p-gasolina-2019-en-sta-c-tenerife-59998627-covo.aspx,Mazda,MX5,1.5,1.5 ORIGIN NAV ST
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Homura,35990.0,Gasolina,2025,6,132,Toledo,https://www.coches.net/km-0/mazda/mx-5/toledo/1.5-skyactivg-97-kw-132-cv-mt-homura-gasolina-de-km0-60540003-kovn.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT HOMURA
MAZDA MX-5 2.0 RED HERITAGE,24700.0,Gasolina,2018,32077,160,Madrid,https://www.coches.net/mazda-mx-5-2.0-118kw-160cv-red-heritage-2p-gasolina-2018-en-madrid-60736056-covo.aspx,Mazda,MX5,2.0,2.0 RED HERITAGE
MAZDA MX-5 2.0 SKYG ExclusiveLine sin BSMR,34990.0,Gasolina,2023,199,184,Murcia,https://www.coches.net/mazda-mx-5-20-skyg-135kw-exclusiveline-sin-bsmr-2p-gasolina-2023-en-murcia-60832700-covo.aspx,Mazda,MX5,2.0,2.0 SKYG EXCLUSIVELINE SIN BSMR
MAZDA MX-5 1.5 Style,17990.0,Gasolina,2015,119189,131,Valencia,https://www.coches.net/mazda-mx-5-1.5-96kw-131cv-style-2p-gasolina-2017-en-valencia-60435506-covo.aspx,Mazda,MX5,1.5,1.5 STYLE
MAZDA MX-5 1.5 SKYACTIVG PrimeLine,29890.0,Gasolina,2024,6267,132,Sevilla,https://www.coches.net/mazda-mx-5-15-skyactivg-97kw-132cv-primeline-2p-gasolina-2024-en-sevilla-60597471-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG PRIMELINE
MAZDA MX-5 2.0 SKYACTIVG MT ExclusiveLine,31990.0,Gasolina,2023,3000,184,Barcelona,https://www.coches.net/mazda-mx-5-20-skyactivg-135-kw-mt-exclusiveline-2p-gasolina-2023-en-barcelona-60823522-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT EXCLUSIVELINE
MAZDA MX-5 SKYACTIVG 1.5 MT Origin,26300.0,Gasolina,2022,23987,132,Barcelona,https://www.coches.net/mazda-mx-5-skyactivg-15-97kw-132cv-mt-origin-2p-gasolina-2022-en-barcelona-60820902-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG MT ORIGIN
MAZDA MX-5 SKYACTIVG 1.5 MT Origin,26300.0,Gasolina,2022,23987,132,Girona,https://www.coches.net/mazda-mx-5-skyactivg-15-97kw-132cv-mt-origin-2p-gasolina-2022-en-girona-60820551-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG MT ORIGIN
MAZDA MX-5 SKYACTIVG 1.5 MT Origin,26300.0,Gasolina,2022,23987,132,Valencia,https://www.coches.net/mazda-mx-5-skyactivg-15-97kw-132cv-mt-origin-2p-gasolina-2022-en-valencia-60820025-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG MT ORIGIN
MAZDA MX5 Active 1.8 Roadster Coupe,11500.0,Gasolina,2010,190000,126,Vizcaya,https://www.coches.net/mazda-mx5-active--18-roadster-coupe-2p-gasolina-2010-en-vizcaya-60819217-covo.aspx,Mazda,MX5,1.8,1.8 COUPE ACTIVE
MAZDA MX5 1.8 16V,16500.0,Gasolina,1997,114000,130,Madrid,https://www.coches.net/mazda-mx5-18-16v-2p-gasolina-1997-en-madrid-60826916-covo.aspx,Mazda,MX5,1.8,1.8 16V
MAZDA MX5 1.6 16v Touring,7500.0,Gasolina,2001,137500,110,A Coruña,https://www.coches.net/mazda-mx5-16-16v-touring-2p-gasolina-2001-en-a_coruna-60829061-covo.aspx,Mazda,MX5,1.6,1.6 16V TOURING
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Homura,38900.0,Gasolina,2025,10,132,Huesca,https://www.coches.net/mazda-mx-5-1.5-skyactivg-97-kw-132-cv-mt-homura-2p-gasolina-2025-en-huesca-60365080-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT HOMURA
MAZDA MX-5 Sportive 2.0,10900.0,Gasolina,2006,202281,160,Pontevedra,https://www.coches.net/mazda-mx-5-sportive-2.0-2p-gasolina-2007-en-pontevedra-60516468-covo.aspx,Mazda,MX5,2.0,2.0 SPORTIVE
MAZDA MX-5 Roadster Coupe 1.8 Style,14950.0,Gasolina,2012,128000,126,Barcelona,https://www.coches.net/mazda-mx-5-roadster-coupe-18-style-2p-gasolina-2013-en-barcelona-60812543-covo.aspx,Mazda,MX5,1.8,1.8 COUPE STYLE
MAZDA MX-5 2.0 RF Ignition,24990.0,Gasolina,2018,38299,160,Málaga,https://www.coches.net/mazda-mx-5-2.0-118kw-160cv-rf-ignition-2p-gasolina-2017-en-malaga-59387281-covo.aspx,Mazda,MX5,2.0,2.0 RF IGNITION
MAZDA MX-5 2.0 Zenith Nappa Safety RF,28350.0,Gasolina,2019,48180,184,Barcelona,https://www.coches.net/mazda-mx-5-20-135kw-184cv-zenith-nappa-safety-rf-2p-gasolina-2019-en-barcelona-60812401-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH NAPPA SAFETY RF
MAZDA MX-5 2.0 SKYACTIVG ExclusiveLine,29900.0,Gasolina,2023,11873,184,Castellón,https://www.coches.net/mazda-mx-5-20-skyactivg-135-kw-exclusiveline-2p-gasolina-2023-en-castellon-60812025-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG EXCLUSIVELINE
MAZDA MX5,9900.0,Gasolina,1998,131000,140,León,https://www.coches.net/mazda-mx5-gasolina-1998-en-leon-60819451-covo.aspx,Mazda,MX5,1.8,1.8
MAZDA MX-5 2.0 Zenith Nappa Safety RF,28350.0,Gasolina,2019,48180,184,Valencia,https://www.coches.net/mazda-mx-5-20-135kw-184cv-zenith-nappa-safety-rf-2p-gasolina-2019-en-valencia-60809389-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH NAPPA SAFETY RF
MAZDA MX-5 2.0 Zenith Sport ST,27500.0,Gasolina,2019,56000,184,Madrid,https://www.coches.net/mazda-mx-5-20-135kw-184cv-zenith-sport-st-2p-gasolina-2019-en-madrid-60808278-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH SPORT ST
MAZDA MX-5 2.0 Zenith ST,31250.0,Gasolina,2019,60000,184,Girona,https://www.coches.net/mazda-mx-5-20-135kw-184cv-zenith-st-2p-gasolina-2019-en-girona-60502550-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH ST
MAZDA MX-5 2.0 Zenith ST,25780.0,Gasolina,2021,95000,184,Cádiz,https://www.coches.net/mazda-mx-5-20-135kw-184cv-zenith-st-2p-gasolina-2020-en-cadiz-60811271-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH ST
MAZDA MX-5 2.0 Zenith Sport ST,22699.0,Gasolina,2019,38166,184,Madrid,https://www.coches.net/mazda-mx-5-20-135kw-184cv-zenith-sport-st-2p-gasolina-2019-en-madrid-60138861-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH SPORT ST
MAZDA MX-5 1.5 Origin ST,26300.0,Gasolina,2020,9294,132,Valencia,https://www.coches.net/mazda-mx-5-15-97kw-132cv-origin-st-2p-gasolina-2020-en-valencia-60713502-covo.aspx,Mazda,MX5,1.5,1.5 ORIGIN ST
MAZDA MX5 1.6 16v Active,7900.0,Gasolina,2002,278000,110,Baleares,https://www.coches.net/mazda-mx5-16-16v-active-2p-gasolina-2002-en-baleares-60814931-covo.aspx,Mazda,MX5,1.6,1.6 16V ACTIVE
MAZDA MX-5 Sportive 2.0,14400.0,Gasolina,2006,142121,160,Madrid,https://www.coches.net/mazda-mx-5-sportive-20-2p-gasolina-2006-en-madrid-60648458-covo.aspx,Mazda,MX5,2.0,2.0 SPORTIVE
MAZDA MX5 1.6 16v Limited,9228.0,Gasolina,2002,127693,110,Murcia,https://www.coches.net/mazda-mx5-16-16v-limited-2p-gasolina-2002-en-murcia-60807880-covo.aspx,Mazda,MX5,1.6,1.6 16V LIMITED
MAZDA MX-5 1.8 Edicion Especial 20 Aniversario,18995.0,Gasolina,2011,66000,126,Madrid,https://www.coches.net/mazda-mx-5-18-edicion-especial-20-aniversario-2p-gasolina-2009-en-madrid-60801036-covo.aspx,Mazda,MX5,1.8,1.8 EDICION ESPECIAL 20 ANIVERSARIO
MAZDA MX-5 1.5 Zenith ST,20990.0,Gasolina,2019,86936,132,Madrid,https://www.coches.net/mazda-mx-5-15-97kw-132cv-zenith-st-2p-gasolina-2019-en-madrid-60794450-covo.aspx,Mazda,MX5,1.5,1.5 ZENITH ST
MAZDA MX-5 2.0 Luxury Sport,22900.0,Gasolina,2016,42496,160,Valencia,https://www.coches.net/mazda-mx-5-20-118kw-160cv-luxury-sport-2p-gasolina-2015-en-valencia-60701698-covo.aspx,Mazda,MX5,2.0,2.0 LUXURY SPORT
MAZDA MX-5 2.0 SKYACTIVG MT ExclusiveLine,33190.0,Gasolina,2025,13,184,Madrid,https://www.coches.net/km-0/mazda/mx-5/madrid/20-skyactivg-135-kw-mt-exclusiveline-gasolina-de-km0-60794615-kovn.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT EXCLUSIVELINE
MAZDA MX5 1.6 16V,11500.0,Gasolina,1997,80000,90,Granada,https://www.coches.net/mazda-mx5-16-16v-2p-gasolina-1997-en-granada-60804804-covo.aspx,Mazda,MX5,1.6,1.6 16V
MAZDA MX5 Style 1.8,14000.0,Gasolina,2010,95000,126,Pontevedra,https://www.coches.net/mazda-mx5-style-18-2p-gasolina-2010-en-pontevedra-60789322-covo.aspx,Mazda,MX5,1.8,1.8 STYLE
MAZDA MX-5 Style 1.8 Roadster Coupe,14999.0,Gasolina,2011,91000,126,Barcelona,https://www.coches.net/mazda-mx-5-style-18-roadster-coupe-2p-gasolina-2009-en-barcelona-60322592-covo.aspx,Mazda,MX5,1.8,1.8 COUPE STYLE
MAZDA MX5 SKYACTIVG 2.0 135kW184CV BlueRed Ed,31900.0,Gasolina,2022,12800,184,Tarragona,https://www.coches.net/mazda-mx5-skyactivg-20-135kw184cv-bluered-ed-2p-gasolina-2022-en-tarragona-60786044-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG 135KW184CV BLUERED ED
MAZDA MX-5 SKYACTIVG 2.0 MT Zenith,28290.0,Gasolina,2021,28300,184,Madrid,https://www.coches.net/mazda-mx-5-skyactivg-20-135kw-184cv-mt-zenith-2p-gasolina-2021-en-madrid-60147641-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT ZENITH
MAZDA MX-5 2.0 RF Ignition,24990.0,Gasolina,2018,38299,160,Madrid,https://www.coches.net/mazda-mx-5-20-118kw-160cv-rf-ignition-2p-gasolina-2017-en-madrid-59242614-covo.aspx,Mazda,MX5,2.0,2.0 RF IGNITION
MAZDA MX-5 SKYACTIVG 2.0 MT Zenith,29990.0,Gasolina,2022,22495,184,Madrid,https://www.coches.net/mazda-mx-5-skyactivg-20-135kw-184cv-mt-zenith-2p-gasolina-2022-en-madrid-60617888-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT ZENITH
MAZDA MX-5 2.0 Zenith ST,27900.0,Gasolina,2019,42300,184,Zaragoza,https://www.coches.net/mazda-mx-5-20-135kw-184cv-zenith-st-2p-gasolina-2019-en-zaragoza-60638059-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH ST
MAZDA MX-5 Active 1.8,10900.0,Gasolina,2007,180000,126,Barcelona,https://www.coches.net/mazda-mx-5-active--18-2p-gasolina-2006-en-barcelona-60774757-covo.aspx,Mazda,MX5,1.8,1.8 ACTIVE
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Homura,35990.0,Gasolina,2024,12,132,Toledo,https://www.coches.net/km-0/mazda/mx-5/toledo/15-skyactivg-97-kw-132-cv-mt-homura-gasolina-de-km0-60540009-kovn.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT HOMURA
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Kazari,35980.0,Gasolina,2025,10,132,Toledo,https://www.coches.net/km-0/mazda/mx-5/toledo/15-skyactivg-97-kw-132-cv-mt-kazari-gasolina-de-km0-60540006-kovn.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT KAZARI
MAZDA MX5 Active 1.8,10500.0,Gasolina,2007,148000,126,Madrid,https://www.coches.net/mazda-mx5-active--18-2p-gasolina-2007-en-granada-60768013-covo.aspx,Mazda,MX5,1.8,1.8 ACTIVE
MAZDA MX5 SKYACTIVG 2.0 135kW184CV Blue Cap Ed,29900.0,Gasolina,2021,22000,184,Madrid,https://www.coches.net/mazda-mx5-skyactivg-20-135kw184cv-blue-cap-ed-2p-gasolina-2021-en-madrid-59913283-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG 135KW184CV BLUE CAP ED
MAZDA MX-5 SKYACTIVG 2.0 MT Zenith,28300.0,Gasolina,2022,78650,184,Lugo,https://www.coches.net/mazda-mx-5-skyactivg-20-135kw-184cv-mt-zenith-2p-gasolina-2022-en-lugo-60669070-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT ZENITH
MAZDA MX-5 1.5 SKYACTIVG PrimeLine,29890.0,Gasolina,2024,6267,132,Málaga,https://www.coches.net/mazda-mx-5-15-skyactivg-97kw-132cv-primeline-2p-gasolina-2024-en-malaga-60597031-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG PRIMELINE
MAZDA MX5 1.5 Origin ST,30500.0,Gasolina,2022,32000,184,Barcelona,https://www.coches.net/mazda-mx5-15-97kw-132cv-origin-st-2p-gasolina-2022-en-barcelona-60765832-covo.aspx,Mazda,MX5,1.5,1.5 ORIGIN ST
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Kazari,33700.0,Gasolina,2025,1,132,Madrid,https://www.coches.net/km-0/mazda/mx-5/madrid/15-skyactivg-97-kw-132-cv-mt-kazari-gasolina-de-km0-60743329-kovn.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT KAZARI
MAZDA MX5 2.0 GE 30 Aniversario ST,38000.0,Gasolina,2019,29500,184,León,https://www.coches.net/mazda-mx5-20-ge-135kw-184cv-30-aniversario-st-2p-gasolina-2019-en-leon-60742771-covo.aspx,Mazda,MX5,2.0,2.0 GE 30 ANIVERSARIO ST
MAZDA MX5 SKYACTIVG 2.0 MT Zenith,29800.0,Gasolina,2023,29000,184,Madrid,https://www.coches.net/mazda-mx5-skyactivg-20-135kw-184cv-mt-zenith-2p-gasolina-2023-en-madrid-60272793-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG MT ZENITH
MAZDA MX5 Active 1.8,12000.0,Gasolina,2007,144093,126,Pontevedra,https://www.coches.net/mazda-mx5-active-18-2p-gasolina-2007-en-pontevedra-60055047-covo.aspx,Mazda,MX5,1.8,1.8 ACTIVE
MAZDA MX-5 Active 1.6,11900.0,Gasolina,2005,95000,110,Las Palmas,https://www.coches.net/mazda-mx-5-active-1.6-2p-gasolina-2004-en-las-palmas-56718049-covo.aspx,Mazda,MX5,1.6,1.6 ACTIVE
MAZDA MX-5 1.5 Style,17890.0,Gasolina,2016,85000,131,Madrid,https://www.coches.net/mazda-mx-5-15-96kw-131cv-style-2p-gasolina-2015-en-madrid-60484063-covo.aspx,Mazda,MX5,1.5,1.5 STYLE
MAZDA MX5 Sportive 2.0,15000.0,Gasolina,2006,165000,160,Valencia,https://www.coches.net/mazda-mx5-sportive-20-2p-gasolina-2006-en-valencia-60752961-covo.aspx,Mazda,MX5,2.0,2.0 SPORTIVE
MAZDA MX5 1.6 16V GLX,7500.0,Gasolina,2000,143000,110,Tarragona,https://www.coches.net/mazda-mx5-16-16v-glx-2p-gasolina-2000-en-tarragona-60758552-covo.aspx,Mazda,MX5,1.6,1.6 16V GLX
MAZDA MX5 1.6 16v Exclusive,8490.0,Gasolina,2002,150000,110,Valencia,https://www.coches.net/mazda-mx5-16-16v-exclusive-2p-gasolina-2002-en-valencia-60743912-covo.aspx,Mazda,MX5,1.6,1.6 16V EXCLUSIVE
MAZDA MX5 2.0 Nappa Edition ST,29000.0,Gasolina,2019,25050,184,Madrid,https://www.coches.net/mazda-mx5-20-135kw-184cv-nappa-edition-st-2p-gasolina-2019-en-madrid-60692177-covo.aspx,Mazda,MX5,2.0,2.0 NAPPA EDITION ST
MAZDA MX-5 3rd Generation Limited 2.0,21750.0,Gasolina,2005,29900,160,Barcelona,https://www.coches.net/mazda-mx-5-3rd-generation-limited-20-2p-gasolina-2006-en-barcelona-60698662-covo.aspx,Mazda,MX5,2.0,2.0 3RD GENERATION LIMITED
MAZDA MX-5 Sportive 2.0 Roadster Coupe,10990.0,Gasolina,2009,152000,160,Barcelona,https://www.coches.net/mazda-mx-5-sportive-20-roadster-coupe-2p-gasolina-2009-en-barcelona-59960059-covo.aspx,Mazda,MX5,2.0,2.0 COUPE SPORTIVE
MAZDA MX5 SKYACTIVG 2.0 135kW184CV Blue Cap Ed,27990.0,Gasolina,2022,20000,184,Málaga,https://www.coches.net/mazda-mx5-skyactivg-20-135kw184cv-blue-cap-ed-2p-gasolina-2022-en-malaga-60684683-covo.aspx,Mazda,MX5,2.0,2.0 SKYACTIVG 135KW184CV BLUE CAP ED
MAZDA MX-5 1.5 SKYACTIVG 132 CV MT Kazari,32900.0,Gasolina,2025,5,132,Málaga,https://www.coches.net/mazda-mx-5-15-skyactivg-97-kw-132-cv-mt-kazari-2p-gasolina-2024-en-malaga-60619439-covo.aspx,Mazda,MX5,1.5,1.5 SKYACTIVG 132 CV MT KAZARI
MAZDA MX-5 2.0 Zenith Sport RF,26590.0,Gasolina,2018,56000,160,Madrid,https://www.coches.net/mazda-mx-5-20-118kw-160cv-zenith-sport-rf-2p-gasolina-2018-en-madrid-60682057-covo.aspx,Mazda,MX5,2.0,2.0 ZENITH SPORT RF
